Machine,Type Of Failure,Defect Code,Microstop Description,Type,Declaration Start Time,Call Maintenance Time,Intervention Start Time,Declaration End Time,Down Time,Delay Time,Operator ID,Maintenance ID,Comment,Serial Device,Down Time (min),Delay Time (min),Reaction Time (min),Waiting Time (min),Intervention Time (min),Total Maintenance Time (min),Hour,Shift,Comment_Clean
KOMAX_31,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-08 09:55:25,2025-12-08 09:55:39,2025-12-08 09:55:46,2025-12-08 10:40:23.020,00:44:44,00:00:07,92138,3139,reparation pull tester avec service qualite fournisseur,INCONNU,44.73,0.12,0.23,0.12,44.62,44.73,9.0,Matin,REPARATION PULL TESTER AVEC SERVICE QUALITE FOURNISSEUR
KOMAX_42,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-08 11:23:03,2025-12-08 11:23:14,2025-12-08 11:28:55,2025-12-08 11:32:54.587,00:09:40,00:05:41,92474,5986,verification cable ,INCONNU,9.67,5.68,0.18,5.68,3.99,9.68,11.0,Matin,VERIFICATION CABLE
KOMAX_42,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-08 13:02:44,2025-12-08 13:02:48,2025-12-08 13:05:52,2025-12-08 13:10:04.557,00:07:16,00:03:04,92474,831,chgt port de communication,INCONNU,7.27,3.07,0.07,3.07,4.21,7.28,13.0,Matin,CHANGEMENT PORT DE COMMUNICATION
KOMAX_26,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-08 14:22:45,2025-12-08 14:22:49,2025-12-08 14:33:18,2025-12-08 14:33:35.290,00:10:46,00:10:29,95183,976,RAS ,INCONNU,10.77,10.48,0.07,10.48,0.29,10.77,14.0,Après-midi,RIEN A SIGNALER
KOMAX_53,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-08 16:27:48,2025-12-08 16:27:52,2025-12-08 16:29:18,2025-12-08 16:30:03.013,00:02:11,00:01:26,27167,1613,R.A.S,ls30018,2.18,1.43,0.07,1.43,0.75,2.18,16.0,Après-midi,RIEN A SIGNALER
KOMAX_48,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-08 20:51:58,2025-12-08 20:52:02,2025-12-08 20:56:27,2025-12-08 21:03:34.790,00:11:32,00:04:25,97962,976,nettoyage + rg modulation ,94307,11.53,4.42,0.07,4.42,7.13,11.55,20.0,Après-midi,NETTOYAGE + REGLAGE MODULATION
KOMAX_19,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-08 22:54:50,2025-12-08 22:56:07,2025-12-08 23:01:20,2025-12-08 23:45:41.110,00:49:34,00:05:13,18805,3377,changment encre et centrage le jet + reg pressiom et modulation ,53648,49.57,5.22,1.28,5.22,44.35,49.57,22.0,Nuit,CHANGMENT ENCRE ET CENTRAGE LE JET + REGLAGE PRESSIOM ET MODULATION
KOMAX_59,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-10 13:16:28,2025-12-10 13:16:34,2025-12-10 13:19:30,2025-12-10 13:23:59.613,00:07:25,00:02:56,94662,831,red pc,INCONNU,7.42,2.93,0.1,2.93,4.49,7.43,13.0,Matin,REDEMARRAGE PC
KOMAX_51,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-10 19:49:22,2025-12-10 19:49:25,2025-12-10 19:51:26,2025-12-10 19:58:22.107,00:08:57,00:02:01,28860,1613,reglage position ,ls91735,8.95,2.02,0.05,2.02,6.94,8.95,19.0,Après-midi,REGLAGE POSITION
KOMAX_37,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-11 06:27:33,2025-12-11 06:27:37,2025-12-11 06:31:11,2025-12-11 06:34:02.017,00:06:25,00:03:34,20418,4980,reg avancement,LS91527,6.42,3.57,0.07,3.57,2.85,6.42,6.0,Matin,REGLAGE AVANCEMENT
KOMAX_57,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-11 10:10:09,2025-12-11 10:10:17,2025-12-11 10:13:47,2025-12-11 10:22:38.770,00:12:21,00:03:30,95187,5986,verification cable communication,INCONNU,12.35,3.5,0.13,3.5,8.86,12.36,10.0,Matin,VERIFICATION CABLE COMMUNICATION
KOMAX_43,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-12 09:06:00,2025-12-12 09:06:22,2025-12-12 09:09:28,2025-12-12 09:11:03.267,00:04:41,00:03:06,17342,831,RAS,INCONNU,4.68,3.1,0.37,3.1,1.59,4.69,9.0,Matin,RIEN A SIGNALER
KOMAX_35,APPAREILS QUALITE,Q07,P-CFA,Maintenance,2025-12-13 06:30:39,2025-12-13 06:30:43,2025-12-13 06:37:53,2025-12-13 06:53:00.283,00:22:17,00:07:10,17990,5986,verification cable sensor +reglage paramettres couteaux,INCONNU,22.28,7.17,0.07,7.17,15.12,22.29,6.0,Matin,VERIFICATION CABLE SENSOR +REGLAGE PARAMETTRES COUTEAUX
KOMAX_61,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-13 11:16:49,2025-12-13 11:16:55,2025-12-13 11:21:26,2025-12-13 11:23:15.403,00:06:20,00:04:31,82915,831,RAS,INCONNU,6.33,4.52,0.1,4.52,1.82,6.34,11.0,Matin,RIEN A SIGNALER
KOMAX_19,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-12-15 01:18:51,2025-12-15 01:19:01,2025-12-15 01:30:01,2025-12-15 01:31:30.347,00:12:29,00:11:00,28854,831,red PC,INCONNU,12.48,11.0,0.17,11.0,1.49,12.49,1.0,Nuit,REDEMARRAGE PC
KOMAX_31,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-15 07:57:56,2025-12-15 07:58:00,2025-12-15 07:59:15,2025-12-15 08:03:56.523,00:05:56,00:01:15,21574,1613,reglage lava + bell mouth ,ls137280,5.93,1.25,0.07,1.25,4.69,5.94,7.0,Matin,REGLAGE AVANCEMENT + BELLMOUTH TÉMOIN MOUTH
KOMAX_40,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-15 12:17:26,2025-12-15 12:17:32,2025-12-15 12:27:15,2025-12-15 12:31:04.263,00:13:32,00:09:43,16879,830,verification cabe arrache,INCONNU,13.53,9.72,0.1,9.72,3.82,13.54,12.0,Matin,VERIFICATION CABE ARRACHE
KOMAX_50,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-16 05:15:08,2025-12-16 05:15:18,2025-12-16 05:24:20,2025-12-16 05:25:13.530,00:09:55,00:09:02,17256,831,RAS,INCONNU,9.92,9.03,0.17,9.03,0.89,9.93,5.0,Nuit,RIEN A SIGNALER
KOMAX_19,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-16 18:55:19,2025-12-16 18:55:24,2025-12-16 19:01:46,2025-12-16 19:13:18.717,00:17:54,00:06:22,18805,3377,AJUSTE CARTAIRE DU ROBOT COTE1 ,INCONNU,17.9,6.37,0.08,6.37,11.55,17.91,18.0,Après-midi,AJUSTEMENTCARTAIRE DU ROBOT COTE1
KOMAX_62,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-17 00:46:07,2025-12-17 00:46:14,2025-12-17 00:48:21,2025-12-17 00:57:23.097,00:11:09,00:02:07,28762,238,reg bellmouth+avancement,LS95686,11.15,2.12,0.12,2.12,9.03,11.15,0.0,Nuit,REGLAGE BELLMOUTH TÉMOIN+AVANCEMENT
KOMAX_59,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-17 22:55:30,2025-12-17 22:55:43,2025-12-17 23:00:10,2025-12-17 23:00:23.550,00:04:40,00:04:27,94662,831,RAS,INCONNU,4.67,4.45,0.22,4.45,0.23,4.68,22.0,Nuit,RIEN A SIGNALER
KOMAX_2,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-18 01:49:26,2025-12-18 01:49:30,2025-12-18 01:53:24,2025-12-18 01:55:06.143,00:05:36,00:03:54,28773,831,RAS,INCONNU,5.6,3.9,0.07,3.9,1.7,5.6,1.0,Nuit,RIEN A SIGNALER
KOMAX_36,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-18 05:21:03,2025-12-18 05:21:10,2025-12-18 05:24:41,2025-12-18 05:25:55.307,00:04:45,00:03:31,25291,831,ras,INCONNU,4.75,3.52,0.12,3.52,1.24,4.76,5.0,Nuit,RIEN A SIGNALER
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-18 09:32:02,2025-12-18 09:32:05,2025-12-18 09:41:12,2025-12-18 09:46:49.190,00:14:44,00:09:07,99766,976,redemarrage ,INCONNU,14.73,9.12,0.05,9.12,5.62,14.74,9.0,Matin,REDEMARRAGE
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-18 11:02:13,2025-12-18 11:02:19,2025-12-18 11:04:42,2025-12-18 11:05:26.780,00:03:07,00:02:23,91327,6222,reset,na,3.12,2.38,0.1,2.38,0.75,3.13,11.0,Matin,RESET
KOMAX_37,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-18 19:50:12,2025-12-18 19:50:21,2025-12-18 19:51:48,2025-12-18 19:55:30.557,00:05:09,00:01:27,95159,5833,reg trajectoire,ls91460,5.15,1.45,0.15,1.45,3.71,5.16,19.0,Après-midi,REGLAGE TRAJECTOIRE
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-19 07:49:11,2025-12-19 08:04:41,2025-12-19 08:04:48,2025-12-19 08:04:49.923,00:00:08,00:00:07,91327,976,centrage ,67196,0.13,0.12,15.5,0.12,0.03,0.15,7.0,Matin,CENTRAGE
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-12-19 19:33:12,2025-12-19 19:33:18,2025-12-19 19:36:09,2025-12-19 19:45:56.473,00:12:38,00:02:51,91407,3377,reg modulation et redriseur,54200,12.63,2.85,0.1,2.85,9.79,12.64,19.0,Après-midi,REGLAGE MODULATION ET REDRISEUR
KOMAX_57,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-06 08:50:36,2026-01-06 08:50:39,2026-01-06 08:53:12,2026-01-06 09:02:35.023,00:11:56,00:02:33,27293,1613,reglage tragectoir + position + N.D.P,ls60472,11.93,2.55,0.05,2.55,9.38,11.93,8.0,Matin,REGLAGE TRAGECTOIR + POSITION + N D P
KOMAX_27,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-06 12:33:02,2026-01-06 12:33:21,2026-01-06 12:34:34,2026-01-06 12:40:02.927,00:06:41,00:01:13,1891,1613,reglage tragectoir ,LS109353,6.68,1.22,0.32,1.22,5.48,6.7,12.0,Matin,REGLAGE TRAGECTOIR
KOMAX_37,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2026-01-06 19:32:49,2026-01-06 19:33:01,2026-01-06 19:41:17,2026-01-06 19:45:21.873,00:12:20,00:08:16,95159,3377,reglag impriment citizen,INCONNU,12.33,8.27,0.2,8.27,4.08,12.35,19.0,Après-midi,REGLAG IMPRIMENT CITIZEN
KOMAX_36,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-07 02:34:45,2026-01-07 02:34:49,2026-01-07 02:37:47,2026-01-07 02:38:29.857,00:03:40,00:02:58,25291,831,RAS,INCONNU,3.67,2.97,0.07,2.97,0.71,3.68,2.0,Nuit,RIEN A SIGNALER
KOMAX_19,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2026-01-07 03:02:40,2026-01-07 03:02:51,2026-01-07 03:07:50,2026-01-07 03:09:04.757,00:06:13,00:04:59,28854,974,raccordement cable communication,na,6.22,4.98,0.18,4.98,1.25,6.23,3.0,Nuit,RACCORDEMENT CABLE COMMUNICATION
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-07 06:14:00,2026-01-07 06:14:23,2026-01-07 06:31:24,2026-01-07 06:47:29.670,00:33:06,00:17:01,27289,6222,reset ,na,33.1,17.02,0.38,17.02,16.09,33.11,6.0,Matin,RESET
KOMAX_48,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-07 18:39:56,2026-01-07 18:39:59,2026-01-07 18:42:41,2026-01-07 18:44:47.750,00:04:48,00:02:42,22102,5833,reg bellm,f29778,4.8,2.7,0.05,2.7,2.11,4.81,18.0,Après-midi,REGLAGE BELLMOUTH TÉMOIN
KOMAX_5,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-08 09:07:44,2026-01-08 09:07:50,2026-01-08 09:12:02,2026-01-08 09:13:26.750,00:05:36,00:04:12,91668,6222,reset,na,5.6,4.2,0.1,4.2,1.41,5.61,9.0,Matin,RESET
KOMAX_13,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2026-01-08 15:15:53,2026-01-08 15:16:18,2026-01-08 15:18:36,2026-01-08 15:24:01.680,00:07:43,00:02:18,16883,5683,RACCORDEMENT CABLE DE COMMUNICATION DE MICROMETRE,INCONNU,7.72,2.3,0.42,2.3,5.43,7.73,15.0,Après-midi,RACCORDEMENT CABLE DE COMMUNICATION DE MICROMETRE
KOMAX_2,APPAREILS QUALITE,Q03,P-Loupe / Microscope,Maintenance,2026-01-08 19:02:14,2026-01-08 19:02:21,2026-01-08 19:06:16,2026-01-08 19:10:05.833,00:07:44,00:03:55,91658,3377,changment la pile,INCONNU,7.73,3.92,0.12,3.92,3.83,7.75,19.0,Après-midi,CHANGMENT LA PILE
KOMAX_41,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-09 10:53:50,2026-01-09 10:56:20,2026-01-09 10:56:29,2026-01-09 11:03:22.973,00:07:02,00:00:09,97902,1613,reglage position ,ls82969,7.03,0.15,2.5,0.15,6.9,7.05,10.0,Matin,REGLAGE POSITION
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-10 19:51:02,2026-01-11 17:09:51,2026-01-11 17:09:58,2026-01-11 18:14:32.097,01:04:41,00:00:07,00000,1613,AUCUN COMMENTAIRE,0,64.68,0.12,1278.82,0.12,64.57,64.68,19.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_14,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-11 18:31:00,2026-01-11 18:31:18,2026-01-11 18:31:20,2026-01-11 18:31:28.373,00:00:10,00:00:02,0000,5765,AUCUN COMMENTAIRE,00,0.17,0.03,0.3,0.03,0.14,0.17,18.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_62,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-13 00:41:17,2026-01-13 00:41:21,2026-01-13 00:52:42,2026-01-13 00:53:57.540,00:12:36,00:11:21,24895,976,ras ,INCONNU,12.6,11.35,0.07,11.35,1.26,12.61,0.0,Nuit,RIEN A SIGNALER
KOMAX_3,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-13 16:07:28,2026-01-13 16:09:15,2026-01-13 16:09:53,2026-01-13 16:19:04.697,00:09:49,00:00:38,18547,831,reglage modulation+centrage mrqge+essai,53824,9.82,0.63,1.78,0.63,9.19,9.83,16.0,Après-midi,REGLAGE MODULATION+CENTRAGE MRQGE+ESSAI
KOMAX_52,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-13 21:56:11,2026-01-14 17:59:14,2026-01-14 17:59:20,2026-01-14 17:59:23.613,00:00:09,00:00:06,0000,6222,AUCUN COMMENTAIRE,0000,0.15,0.1,1203.05,0.1,0.06,0.16,21.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_14,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2026-01-16 11:46:37,2026-01-16 11:46:47,2026-01-16 11:48:29,2026-01-16 12:06:44.270,00:19:57,00:01:42,25065,5683,REG HAUTEUR AME,INCONNU,19.95,1.7,0.17,1.7,18.25,19.95,11.0,Matin,REGLAGE HAUTEUR AME
KOMAX_50,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-16 18:22:44,2026-01-16 18:22:54,2026-01-16 18:24:36,2026-01-16 18:25:30.110,00:02:36,00:01:42,17256,831,AUCUN COMMENTAIRE,INCONNU,2.6,1.7,0.17,1.7,0.9,2.6,18.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_59,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-16 20:24:15,2026-01-16 20:24:19,2026-01-16 20:28:08,2026-01-16 20:36:03.927,00:11:44,00:03:49,94662,4980,"reg bellmouth+avancement
",LS56532,11.73,3.82,0.07,3.82,7.93,11.75,20.0,Après-midi,REGLAGE BELLMOUTH TÉMOIN+AVANCEMENT
KOMAX_1,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-17 19:56:34,2026-01-18 14:33:00,2026-01-18 14:33:13,2026-01-18 14:33:16.013,00:00:16,00:00:13,0000,6032,AUCUN COMMENTAIRE,0,0.27,0.22,1116.43,0.22,0.05,0.27,19.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_24,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-17 19:59:33,2026-01-18 15:51:29,2026-01-18 15:51:37,2026-01-18 15:53:44.870,00:02:15,00:00:08,0000,404,demarr machine,0000,2.25,0.13,1191.93,0.13,2.13,2.26,19.0,Après-midi,DEMARRAGE MACHINE
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-19 04:03:49,2026-01-19 04:04:08,2026-01-19 04:05:48,2026-01-19 04:17:45.990,00:13:37,00:01:40,25286,3377,rancage la buse et reg modulation ,54220,13.62,1.67,0.32,1.67,11.97,13.63,4.0,Nuit,RANCAGE LA BUSE MARQUAGE ET REGLAGE MODULATION
KOMAX_26,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-19 10:31:53,2026-01-19 10:32:01,2026-01-19 10:38:48,2026-01-19 10:41:04.357,00:09:03,00:06:47,22045,831,RAS,INCONNU,9.05,6.78,0.13,6.78,2.27,9.06,10.0,Matin,RIEN A SIGNALER
KOMAX_52,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-20 11:22:45,2026-01-20 11:23:26,2026-01-20 11:27:46,2026-01-20 11:27:56.433,00:04:30,00:04:20,20800,831,RAS,INCONNU,4.5,4.33,0.68,4.33,0.17,4.51,11.0,Matin,RIEN A SIGNALER
KOMAX_52,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-20 17:36:15,2026-01-20 17:36:22,2026-01-20 17:38:09,2026-01-20 17:41:47.983,00:05:25,00:01:47,82913,1613,reglage tragectoir ,ls94618,5.42,1.78,0.12,1.78,3.65,5.43,17.0,Après-midi,REGLAGE TRAGECTOIR
KOMAX_35,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-21 06:19:58,2026-01-21 06:20:03,2026-01-21 06:35:08,2026-01-21 06:38:48.160,00:18:45,00:15:05,17990,5986,verification cable communication,INCONNU,18.75,15.08,0.08,15.08,3.67,18.75,6.0,Matin,VERIFICATION CABLE COMMUNICATION
KOMAX_6,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-21 18:08:11,2026-01-21 18:08:15,2026-01-21 18:16:27,2026-01-21 18:23:13.660,00:14:58,00:08:12,24899,976,rg les parametres et redresseur ,INCONNU,14.97,8.2,0.07,8.2,6.78,14.98,18.0,Après-midi,REGLAGE LES PARAMETRES ET REDRESSEUR
KOMAX_50,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-21 18:17:53,2026-01-21 18:18:03,2026-01-21 18:21:10,2026-01-21 18:21:39.670,00:03:36,00:03:07,21099,1613,AUCUN COMMENTAIRE,0,3.6,3.12,0.17,3.12,0.49,3.61,18.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_6,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-22 11:49:07,2026-01-22 11:49:12,2026-01-22 11:55:19,2026-01-22 11:57:23.140,00:08:11,00:06:07,90709,974,raccordement cable communication,na,8.18,6.12,0.08,6.12,2.07,8.19,11.0,Matin,RACCORDEMENT CABLE COMMUNICATION
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-23 06:51:19,2026-01-23 06:51:22,2026-01-23 06:54:22,2026-01-23 07:03:45.170,00:12:23,00:03:00,25294,5986,verification cable communication,INCONNU,12.38,3.0,0.05,3.0,9.39,12.39,6.0,Matin,VERIFICATION CABLE COMMUNICATION
KOMAX_19,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2026-01-23 06:51:52,2026-01-23 06:52:00,2026-01-23 06:54:01,2026-01-23 06:56:09.307,00:04:09,00:02:01,28854,831,red PC,INCONNU,4.15,2.02,0.13,2.02,2.14,4.16,6.0,Matin,REDEMARRAGE PC
KOMAX_41,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-23 06:57:39,2026-01-23 06:57:46,2026-01-23 07:05:26,2026-01-23 07:05:36.043,00:07:50,00:07:40,22082,831,RAS,INCONNU,7.83,7.67,0.12,7.67,0.17,7.83,6.0,Matin,RIEN A SIGNALER
KOMAX_13,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-23 10:52:02,2026-01-23 10:52:11,2026-01-23 11:02:34,2026-01-23 11:17:06.450,00:24:55,00:10:23,91186,4980,chg poinc isolant,LS52825,24.92,10.38,0.15,10.38,14.54,24.92,10.0,Matin,CHANGEMENT POINC ISOLANT
KOMAX_53,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-23 11:01:52,2026-01-23 11:09:34,2026-01-23 11:09:49,2026-01-23 11:09:57.047,00:00:23,00:00:15,00000,831,AUCUN COMMENTAIRE,0000,0.38,0.25,7.7,0.25,0.13,0.38,11.0,Matin,AUCUN COMMENTAIRE
KOMAX_48,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-23 14:52:30,2026-01-23 14:52:41,2026-01-23 14:52:48,2026-01-23 14:55:35.300,00:02:54,00:00:07,97962,6222,reset ,na,2.9,0.12,0.18,0.12,2.79,2.9,14.0,Après-midi,RESET
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-23 15:25:07,2026-01-23 15:25:21,2026-01-23 15:55:48,2026-01-23 16:16:23.877,00:51:02,00:30:27,91717,976,fixation goloutte de convoyeur ,INCONNU,51.03,30.45,0.23,30.45,20.6,51.05,15.0,Après-midi,FIXATION GOLOUTTE DE CONVOYEUR
KOMAX_50,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-24 03:00:45,2026-01-24 03:00:48,2026-01-24 03:02:16,2026-01-24 03:03:42.480,00:02:54,00:01:28,99614,3377,reg parametre printing,INCONNU,2.9,1.47,0.05,1.47,1.44,2.91,3.0,Nuit,REGLAGE PARAMETRE PRINTING
KOMAX_3,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-24 07:54:58,2026-01-24 07:55:03,2026-01-24 07:59:39,2026-01-24 08:01:42.160,00:06:39,00:04:36,21577,831,RAS,INCONNU,6.65,4.6,0.08,4.6,2.05,6.65,7.0,Matin,RIEN A SIGNALER
KOMAX_42,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-24 19:43:36,2026-01-25 18:30:00,2026-01-25 18:30:09,2026-01-25 18:30:12.593,00:00:12,00:00:09,0000,831,AUCUN COMMENTAIRE,0000,0.2,0.15,1366.4,0.15,0.06,0.21,19.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_14,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-24 12:49:38,2026-01-25 18:39:48,2026-01-25 18:39:59,2026-01-25 18:45:43.150,00:05:55,00:00:11,0000,5986,AUCUN COMMENTAIRE,0,5.92,0.18,1790.17,0.18,5.74,5.92,12.0,Matin,AUCUN COMMENTAIRE
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-25 23:25:34,2026-01-25 23:25:39,2026-01-25 23:26:34,2026-01-25 23:29:30.323,00:03:51,00:00:55,27312,831,RAS,INCONNU,3.85,0.92,0.08,0.92,2.94,3.86,23.0,Nuit,RIEN A SIGNALER
KOMAX_50,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2026-01-26 15:26:23,2026-01-26 15:26:29,2026-01-26 15:31:31,2026-01-26 15:39:38.873,00:13:09,00:05:02,99614,3377,reset 24v ,INCONNU,13.15,5.03,0.1,5.03,8.13,13.16,15.0,Après-midi,RESET 24V
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-26 22:48:52,2026-01-26 22:48:56,2026-01-26 22:53:02,2026-01-26 22:57:40.243,00:08:44,00:04:06,19440,4980,ajustement trajectoire+reg avancement,LS136067,8.73,4.1,0.07,4.1,4.64,8.74,22.0,Nuit,AJUSTEMENT TRAJECTOIRE+REGLAGE AVANCEMENT
KOMAX_31,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-27 09:21:40,2026-01-27 09:21:49,2026-01-27 09:22:30,2026-01-27 09:43:41.813,00:21:52,00:00:41,21574,6222,reset ,na,21.87,0.68,0.15,0.68,21.2,21.88,9.0,Matin,RESET
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-27 11:29:50,2026-01-27 11:29:56,2026-01-27 11:32:49,2026-01-27 11:41:33.657,00:11:37,00:02:53,91717,1613,REG POSITION C+ENTRAGE CX,LS86485,11.62,2.88,0.1,2.88,8.74,11.63,11.0,Matin,REGLAGE POSITION C+ENTRAGE CONNEXION
KOMAX_60,APPAREILS QUALITE,Q05,P-Camèra Q12XX,Maintenance,2026-01-27 12:43:05,2026-01-27 12:43:13,2026-01-27 12:51:33,2026-01-27 13:00:12.703,00:16:59,00:08:20,93131,830,reverfier cam,INCONNU,16.98,8.33,0.13,8.33,8.66,17.0,12.0,Matin,REVERFIER CAMERA
KOMAX_42,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-28 12:44:26,2026-01-28 12:47:03,2026-01-28 12:48:32,2026-01-28 12:53:31.797,00:06:28,00:01:29,17796,1613,reglage appui pr ,ls31118,6.47,1.48,2.62,1.48,5.0,6.48,12.0,Matin,REGLAGE APPUI PROBLEME
KOMAX_39,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-28 22:23:36,2026-01-28 22:23:40,2026-01-28 22:24:36,2026-01-28 22:25:51.333,00:02:11,00:00:56,16835,831,RSA,INCONNU,2.18,0.93,0.07,0.93,1.26,2.19,22.0,Nuit,RSA
KOMAX_31,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-28 22:24:56,2026-01-28 22:25:01,2026-01-28 22:28:33,2026-01-28 22:35:08.047,00:10:07,00:03:32,92138,4980,reg bellmouth+centrage connex,RLS64007,10.12,3.53,0.08,3.53,6.58,10.12,22.0,Nuit,REGLAGE BELLMOUTH TÉMOIN+CENTRAGE CONNEXION
KOMAX_2,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-29 00:58:28,2026-01-29 01:00:06,2026-01-29 01:04:13,2026-01-29 01:09:57.523,00:09:51,00:04:07,28773,4980,reg bellmouth+avancement,LS98341,9.85,4.12,1.63,4.12,5.74,9.86,0.0,Nuit,REGLAGE BELLMOUTH TÉMOIN+AVANCEMENT
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2026-01-29 03:44:42,2026-01-29 03:44:47,2026-01-29 03:46:36,2026-01-29 03:46:43.753,00:01:56,00:01:49,19440,831,AUCUN COMMENTAIRE,INCONNU,1.93,1.82,0.08,1.82,0.13,1.95,3.0,Nuit,AUCUN COMMENTAIRE
